accepted_name,early_interval,late_interval,collection_no,environment,formation,lat,lng,max_ma,min_ma
Beyrichites,Pelsonian,,91941,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91944,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91933,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91927,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91929,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91932,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91933,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91935,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91936,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91938,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91939,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91940,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91941,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91942,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91944,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91945,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91946,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites binodosus,Pelsonian,,91933,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Semiornites,Pelsonian,,91936,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Semiornites,Pelsonian,,91937,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Semiornites,Pelsonian,,91940,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Semiornites,Pelsonian,,91945,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites zoldianus,Pelsonian,,91947,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91948,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91950,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91951,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91952,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91953,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91954,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91955,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91956,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91957,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91958,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91959,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91960,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91961,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91962,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91963,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91964,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites,Pelsonian,,91965,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites beneckei,Pelsonian,,91947,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91950,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91952,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91953,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91954,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91947,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91948,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites ragazzonii,Pelsonian,,91949,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Semiornites,Pelsonian,,91948,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91953,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Acrochordiceras carolinae,Pelsonian,,91966,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites gosaviensis,Pelsonian,,91962,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites gosaviensis,Pelsonian,,91963,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites multinodosus,Pelsonian,,91956,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites multinodosus,Pelsonian,,91961,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites mojsvari,Pelsonian,,91952,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites mojsvari,Pelsonian,,91953,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites mojsvari,Pelsonian,,91954,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites mojsvari,Pelsonian,,91960,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Bulogites mojsvari,Pelsonian,,91961,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites,Pelsonian,,91950,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91967,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Acrochordiceras,Pelsonian,,91968,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91943,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites hueffeli,Pelsonian,,91984,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites hueffeli,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91969,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91970,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91971,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91972,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91974,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91977,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91978,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91979,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91980,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91981,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91982,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91983,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91984,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91985,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91971,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91972,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91977,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91979,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91984,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91985,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91987,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites zitteli,Pelsonian,,91984,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites zitteli,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites zitteli,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91970,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91971,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91972,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91973,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91974,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91975,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91976,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91977,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91978,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91979,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91980,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91983,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91984,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91985,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91987,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91987,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites beneckei,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91969,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91982,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91984,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91987,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Beyrichites,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites,Pelsonian,,91985,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Schreyerites,Pelsonian,,91988,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91970,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91971,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91971,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91977,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91978,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91980,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91980,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91981,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91981,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91982,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91985,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91986,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites hueffeli,Pelsonian,,91994,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites hueffeli,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites hueffeli,Pelsonian,,91999,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites hueffeli,Pelsonian,,92008,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites,Pelsonian,,91998,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites,Pelsonian,,92000,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites,Pelsonian,,92006,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites,Pelsonian,,92007,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Proavites,Pelsonian,,92008,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91996,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,91999,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,92000,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,92002,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,92003,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,92006,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,92007,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites gondola,Pelsonian,,92008,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91993,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91994,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91995,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91996,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91998,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,91999,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92000,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92001,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92002,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92003,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92004,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92005,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92006,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92007,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites falcatus,Pelsonian,,92008,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91993,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91994,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91995,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91996,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91998,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,91999,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92000,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92001,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92002,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92003,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92004,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92005,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92006,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92007,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Norites,Pelsonian,,92008,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Alanites,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Alanites,Pelsonian,,91998,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Alanites,Pelsonian,,91999,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Ismidites marmarensis,Pelsonian,,91998,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Acrochordiceras carolinae,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91993,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91994,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91995,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91996,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91997,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91998,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,91999,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92000,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92001,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92002,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92003,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92004,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92005,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92006,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92007,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92008,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
Balatonites balatonicus,Pelsonian,,92009,deep-water indet.,Felsoörs,46.933334,17.833332,244.24,243.33
